fiscal_year,base_value,cost_growth_ratio,schedule_slip_days,planned_duration_days,number_of_offers,n_transactions,military_branch,naics_code,psc_code,contract_type,extent_competed,place_state
2013,4575700.0,-0.6411163319273554,0.0,212.0,7.0,3,USACE,237990.0,Z2QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,TX
2013,377092.0,-1.0,281.0,545.0,1.0,4,USACE,237990.0,Y1LB,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,LA
2013,3116000.0,-1.067892811296534,0.0,152.0,4.0,7,USACE,237990.0,Z2QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,TX
2013,5399200.0,-1.0208730737887095,45.0,94.0,2.0,6,USACE,237990.0,Z1KF,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,TX
2013,449670.4,-1.0,193.0,137.0,1.0,5,USACE,238220.0,Z2AA,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2013,4011205.24,-1.0070203513196447,773.0,95.0,1.0,3,USACE,237310.0,Z2LB,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,AZ
2013,11491270.0,-0.9990764154005606,104.0,600.0,12.0,7,USACE,236220.0,Y1JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,TX
2013,27398650.0,-1.030170975577264,0.0,484.0,2.0,13,USACE,237990.0,Z2QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,TX
2013,12747180.0,-1.0023997464537255,133.0,221.0,6.0,7,USACE,237990.0,Z1KF,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,TX
2013,1131067.0,-1.0,78.0,189.0,7.0,2,USACE,237990.0,Z1KZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,TX
2013,354980.0,0.0,0.0,273.0,1.0,1,USACE,237310.0,Y1LB,FIRM FIXED PRICE,NOT COMPETED UNDER SAP,TX
2013,5034950.0,-1.0390222345802838,9.0,148.0,3.0,6,USACE,237990.0,Z1KB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,TX
2013,3394542.0,-1.0,0.0,411.0,1.0,2,USACE,236220.0,Y1FA,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2013,1369515.74,-1.0000068929474297,0.0,164.0,1.0,3,USACE,237990.0,Z2QA,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2013,81725.0,0.0,0.0,42.0,1.0,1,USACE,236220.0,Z1QA,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,NM
2013,878292.0,-0.87395422023655,153.0,210.0,1.0,3,USACE,236220.0,Y1AA,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2013,518181.57,-1.0,75.0,155.0,1.0,7,USACE,236210.0,Y1JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2013,601326.0,-1.0,175.0,100.0,1.0,4,USACE,237310.0,Y1LB,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2013,547000.0,-1.0243802559414992,64.0,127.0,2.0,4,USACE,237990.0,Y1KZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,TX
2013,3680751.0,-1.127495100863927,577.0,369.0,1.0,29,USACE,237990.0,Y1KZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2013,15175280.37,-0.9969699406614654,404.0,540.0,15.0,25,USACE,236220.0,Y1EB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,TX
2013,1623754.97,-1.0173590230796954,250.0,181.0,1.0,4,USACE,236220.0,Y1JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,NM
2013,808170.0,0.0,0.0,197.0,1.0,1,USACE,236220.0,Y1JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2013,8729696.0,-1.0,273.0,381.0,1.0,18,USACE,236220.0,Z2JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2013,1164506.03,-1.0,0.0,232.0,1.0,3,USACE,238210.0,Y1EB,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2013,3999702.57,-0.9446547446651764,170.0,287.0,1.0,7,USACE,237310.0,Z1LA,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,LA
2013,854378.19,-0.9696668286909337,-49.0,367.0,1.0,4,USACE,236220.0,Y1EZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2013,1264368.0,-1.0,41.0,192.0,1.0,3,USACE,236220.0,Y1JZ,FIRM FIXED PRICE,NOT COMPETED UNDER SAP,TX
2013,1172000.0,-1.0,22.0,181.0,1.0,3,USACE,238190.0,Z2QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,FL
2013,538131.93,0.0,0.0,180.0,1.0,1,USACE,236220.0,Z2JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2013,195737.0,0.0,0.0,166.0,1.0,1,USACE,236220.0,Y1JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NM
2013,172847.0,0.0,0.0,195.0,1.0,1,USACE,236220.0,Z2JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2013,1846375.46,-0.8443897212542025,276.0,282.0,1.0,4,USACE,236220.0,Y1JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2013,1151571.12,-0.9843196831820513,303.0,365.0,1.0,7,USACE,236220.0,Y1JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2013,605184.08,-0.9725968997730409,129.0,270.0,1.0,2,USACE,236220.0,Z2JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,LA
2013,2269071.4,0.0,0.0,378.0,1.0,1,USACE,236220.0,Z1QA,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,NM
2013,5757410.0,-1.0,163.0,380.0,1.0,14,USACE,236220.0,Z2JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,LA
2013,439750.0,-1.3602569641841955,335.0,273.0,1.0,3,USACE,236220.0,Z1AA,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2013,2697595.58,-0.9872527222927908,521.0,389.0,1.0,11,USACE,236220.0,Z1CA,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2013,24950.0,-1.0,0.0,35.0,2.0,2,USACE,238990.0,Y1JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,TX
2013,1000458.84,-0.9934709957683017,6.0,228.0,1.0,2,USACE,236220.0,Z1JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,NM
2013,2812830.0,-0.9134512217233178,682.0,1.0,1.0,5,USACE,237310.0,Y1LB,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,LA
2013,2786900.0,-0.9975656894757615,135.0,365.0,1.0,5,USACE,236210.0,Y1JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2013,334244.0,-0.9928704778545016,73.0,182.0,1.0,3,USACE,237310.0,Z2LB,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2013,3636200.0,-1.0208683240745833,16.0,120.0,4.0,3,USACE,237990.0,Z2KF,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,TX
2013,303000.0,0.0,0.0,126.0,11.0,1,USACE,237990.0,Z1KF,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,TX
2013,1780487.0,-0.9835814583313441,234.0,337.0,17.0,6,USACE,236220.0,Y1JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,TX
2013,4133.92,0.0,0.0,13.0,1.0,1,USACE,237130.0,Y1JZ,FIRM FIXED PRICE,NOT COMPETED UNDER SAP,TX
2013,21972.0,0.0,0.0,53.0,1.0,1,USACE,237130.0,Z2EZ,FIRM FIXED PRICE,NOT COMPETED UNDER SAP,ND
2013,93308.2,-1.0141344490623547,0.0,95.0,1.0,3,USACE,238210.0,Z1PZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2013,6502.0,0.0,0.0,10.0,1.0,1,USACE,237130.0,Z2JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,FL
2013,6800.0,0.0,0.0,23.0,1.0,1,USACE,237130.0,Z2PZ,FIRM FIXED PRICE,NOT COMPETED UNDER SAP,TX
2013,48405.0,0.0,0.0,66.0,1.0,1,USACE,238910.0,Z2PA,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2013,8025.0,0.0,0.0,61.0,1.0,1,USACE,238120.0,Z2JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2013,35880.0,-1.0,305.0,10.0,1.0,3,USACE,237310.0,Z1LB,FIRM FIXED PRICE,NOT COMPETED UNDER SAP,TX
2013,51079.44,-1.0,0.0,56.0,1.0,2,USACE,237130.0,Y1PA,FIRM FIXED PRICE,NOT COMPETED UNDER SAP,TX
2013,38160.22,-0.8743285547095903,74.0,30.0,1.0,4,USACE,238220.0,Y1JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,HI
2013,23057.28,-0.3703645876703583,18.0,66.0,1.0,2,USACE,238290.0,Z2JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2013,17160.0,0.0,0.0,60.0,1.0,1,USACE,238910.0,Z2PA,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2013,31901.0,-1.0,153.0,101.0,1.0,4,USACE,236220.0,Y1JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,ND
2013,99618.0,0.0,0.0,90.0,1.0,1,USACE,236220.0,Y1EZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2013,33968.62,0.0,0.0,79.0,1.0,1,USACE,236220.0,Z2JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2013,60000.0,-1.0,7.0,89.0,10.0,2,USACE,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,TX
2014,22355000.0,-1.0525776613732947,3.0,376.0,2.0,7,USACE,237990.0,Z1KB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,TX
2014,42147.5,0.0,0.0,102.0,1.0,1,USACE,238120.0,Z2JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,5180000.0,-1.049530193050193,-37.0,134.0,1.0,5,USACE,237990.0,Z2QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,TX
2014,8419750.0,-1.0233859615784315,0.0,104.0,3.0,2,USACE,237990.0,Z2QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,TX
2014,4749003.0,-1.0081816962423482,368.0,271.0,1.0,5,USACE,236220.0,Z1QA,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,FL
2014,5786309.0,-0.9856850178585347,563.0,309.0,1.0,8,USACE,236220.0,Y1AZ,FIRM FIXED PRICE,NOT COMPETED,TX
2014,465793.0,0.0,0.0,113.0,1.0,1,USACE,237990.0,Z2PA,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,2445000.0,-1.0578666666666667,0.0,60.0,1.0,2,USACE,237990.0,Z2QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,TX
2014,9420746.0,-0.9955314579121441,-327.0,1235.0,6.0,9,USACE,237990.0,Y1PZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,TX
2014,8970850.0,-0.9939750413840382,81.0,192.0,6.0,7,USACE,237990.0,Z2QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,TX
2014,6318000.0,-1.0393705729661287,197.0,174.0,2.0,2,USACE,237990.0,Z1KF,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,TX
2014,674783.1,-0.7412093160009491,0.0,183.0,1.0,2,USACE,238330.0,Y1AA,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,HI
2014,778169.66,-0.9819319606986476,-7.0,80.0,1.0,2,USACE,236220.0,Y1GA,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,LA
2014,197210.0,0.0,0.0,180.0,1.0,1,USACE,236220.0,Z2JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,6874850.0,-1.1426123406328865,-235.0,434.0,4.0,4,USACE,237990.0,Z1KB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,TX
2014,303602.28,-0.9001898799969485,315.0,135.0,1.0,4,USACE,237110.0,Y1PZ,FIRM FIXED PRICE,NOT COMPETED UNDER SAP,TX
2014,3742250.0,-1.0403250050103547,30.0,82.0,3.0,4,USACE,237990.0,Z1KB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,TX
2014,30197000.0,-2.0,0.0,515.0,9.0,2,USACE,236220.0,Y1BZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,TX
2014,2667300.94,-0.9865104535223536,110.0,118.0,1.0,4,USACE,236220.0,Y1AA,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,6859150.0,-1.0551859122486023,-163.0,360.0,6.0,4,USACE,237990.0,Z1KF,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,TX
2014,8835576.0,-1.0044818809775389,61.0,438.0,3.0,10,USACE,237990.0,Z1KB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,TX
2014,5523585.0,-1.0316213111593286,82.0,122.0,2.0,8,USACE,237990.0,Z1KB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,TX
2014,5259953.0,0.0,0.0,190.0,1.0,1,USACE,237990.0,Y1LB,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,4988875.0,-0.9574225171005487,83.0,324.0,4.0,10,USACE,237990.0,Z2KF,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,TX
2014,3522694.38,-1.0425810427528488,-15.0,452.0,1.0,7,USACE,237310.0,Y1BD,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,425915.0,-1.0,19.0,134.0,1.0,3,USACE,237310.0,Y1LB,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,3583500.0,-1.0966969443281709,0.0,114.0,4.0,2,USACE,237990.0,Z1KB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,TX
2014,1826672.0,-1.0,75.0,143.0,1.0,3,USACE,238990.0,Y1LZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,LA
2014,1170930.96,0.0,0.0,185.0,1.0,1,USACE,236220.0,Y1JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,1623546.0,-1.0,24.0,256.0,1.0,2,USACE,236220.0,Y1JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,983749.0,-0.9701531386563036,10.0,157.0,1.0,4,USACE,236220.0,Y1FB,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,563967.92,-0.911580077107932,260.0,202.0,1.0,2,USACE,237130.0,Y1NZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,VA
2014,1990203.02,-0.9972254086922248,93.0,396.0,1.0,3,USACE,238220.0,Y1JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,905655.54,-1.0,109.0,201.0,1.0,2,USACE,236220.0,Y1JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,NM
2014,1082397.33,-1.0,137.0,290.0,1.0,2,USACE,236220.0,Y1JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,895098.27,-0.9621435197277277,276.0,216.0,1.0,3,USACE,238210.0,Z1BD,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,896946.44,-0.9875053854943668,88.0,218.0,1.0,4,USACE,236220.0,Y1JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,4387779.0,-0.9959202594296568,23.0,137.0,1.0,3,USACE,237310.0,Z1LA,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,LA
2014,1558313.66,-1.00340239589506,0.0,370.0,1.0,2,USACE,238990.0,Y1EZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,NM
2014,1304777.04,-0.9994060287878763,185.0,315.0,1.0,6,USACE,236220.0,Z1JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,NM
2014,646650.08,-1.0,61.0,201.0,1.0,3,USACE,237130.0,Y1NZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,NE
2014,108312.64,0.0,0.0,156.0,1.0,1,USACE,236220.0,Y1EZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,2587175.0,-1.0,317.0,382.0,1.0,4,USACE,238160.0,Y1GZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,4865000.0,-1.0971895169578623,-17.0,155.0,2.0,4,USACE,237990.0,Z1KF,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,TX
2014,3333647.0,-1.0,150.0,187.0,1.0,2,USACE,237310.0,Z2LB,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,LA
2014,1726843.42,-0.9544944265994887,407.0,336.0,1.0,8,USACE,236220.0,Y1JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,NM
2014,471135.02,0.0,0.0,201.0,1.0,1,USACE,237130.0,Y1NZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,GA
2014,1635319.0,-0.9462490193044905,265.0,258.0,1.0,5,USACE,238990.0,Z2JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,604752.44,0.0,0.0,199.0,1.0,1,USACE,237130.0,Y1NZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,AL
2014,1825858.0,-0.995604258381539,27.0,380.0,1.0,2,USACE,238220.0,Y1EZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,1263067.0,-1.0,70.0,199.0,1.0,2,USACE,237990.0,Y1PZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,1542994.77,-1.0,694.0,255.0,1.0,5,USACE,238220.0,Z2PZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,278594.52,0.0,0.0,142.0,1.0,1,USACE,561622.0,Y1FC,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,614897.69,-1.0,129.0,191.0,1.0,2,USACE,238220.0,Y1PZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,2856400.96,0.0,0.0,196.0,1.0,1,USACE,237310.0,Z1LA,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,LA
2014,1632041.0,-1.0,158.0,259.0,1.0,4,USACE,236220.0,Z1JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,1188130.86,0.0,0.0,260.0,1.0,1,USACE,237130.0,Y1NZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,MD
2014,1200740.0,-1.0,56.0,235.0,1.0,2,USACE,236220.0,Z1JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,LA
2014,4256182.0,-0.9944295591682876,281.0,382.0,1.0,9,USACE,236220.0,Y1AA,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,1954805.52,-0.9975874633298559,72.0,376.0,1.0,5,USACE,237130.0,Y1NZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,IL
2014,2418977.02,-1.0,462.0,382.0,1.0,6,USACE,236220.0,Y1AZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,NC
2014,770136.38,-1.0,262.0,172.0,1.0,3,USACE,236220.0,Z1AZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,LA
2014,2547513.0,-1.0,306.0,396.0,1.0,4,USACE,236220.0,Z2AZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,2081307.0,0.0,0.0,258.0,1.0,1,USACE,237130.0,Y1NZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,NY
2014,3916303.51,-0.968307103960898,529.0,381.0,1.0,5,USACE,236220.0,Z2JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,1413520.0,-0.9887557303752335,16.0,262.0,1.0,2,USACE,236220.0,Z1FC,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,701966.0,-0.9439317431328583,350.0,304.0,1.0,3,USACE,236220.0,Y1GA,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,LA
2014,1041955.0,0.0,0.0,180.0,1.0,1,USACE,237310.0,Y1LB,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,NM
2014,4713656.41,-0.9802469098506057,716.0,503.0,1.0,6,USACE,236220.0,Z2JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,369842.0,-1.1945100880916715,747.0,195.0,1.0,5,USACE,237110.0,Y1NE,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,1332974.0,-1.0,147.0,171.0,1.0,2,USACE,238910.0,Y1PC,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,3384932.36,-0.9893270688575887,534.0,195.0,1.0,4,USACE,236220.0,Z1JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,LA
2014,400299.0,-1.0,73.0,196.0,1.0,2,USACE,237990.0,Y1PZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,1493310.0,0.0,0.0,381.0,1.0,1,USACE,238290.0,Y1AZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,UT
2014,913826.0,-1.0,138.0,360.0,1.0,4,USACE,238220.0,Y1NZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,857193.0,-0.9895006142140684,185.0,180.0,1.0,2,USACE,236220.0,Z2JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,344954.59,-1.0,-98.0,365.0,1.0,3,USACE,238990.0,Y1EZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,1383238.0,-1.110067739608079,348.0,212.0,1.0,2,USACE,236220.0,Z2NZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,6067.2,-1.0,0.0,8.0,6.0,2,USACE,237110.0,Z2AA,FIRM FIXED PRICE,COMPETED UNDER SAP,TX
2014,20915.0,0.0,0.0,7.0,1.0,1,USACE,238990.0,Y1PA,FIRM FIXED PRICE,COMPETED UNDER SAP,TX
2014,71102.65,-0.7078032956577568,182.0,274.0,1.0,2,USACE,238220.0,Z1JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,HI
2014,149990.0,0.0,0.0,201.0,2.0,1,USACE,237990.0,Y1PZ,FIRM FIXED PRICE,COMPETED UNDER SAP,TX
2014,76931.18,0.0,0.0,32.0,1.0,1,USACE,237990.0,Y1KA,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,21750.0,-1.131888735632184,75.0,61.0,4.0,2,USACE,238990.0,Y1PZ,FIRM FIXED PRICE,COMPETED UNDER SAP,TX
2014,88190.0,0.0,0.0,91.0,1.0,1,USACE,236210.0,Z2LB,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,143279.43,0.0,0.0,60.0,1.0,1,USACE,237990.0,Z2KA,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,27605.16,0.0,0.0,53.0,1.0,1,USACE,238190.0,Z1NZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,12350.0,0.0,0.0,46.0,4.0,1,USACE,238160.0,Y1PZ,FIRM FIXED PRICE,COMPETED UNDER SAP,TX
2014,50736.76,0.0,0.0,71.0,1.0,1,USACE,237990.0,Y1KA,FIRM FIXED PRICE,NOT COMPETED,TX
2014,38357.0,0.0,0.0,86.0,1.0,1,USACE,238210.0,Z2KA,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2014,70732.96,0.0,0.0,176.0,1.0,1,USACE,238990.0,Y1JZ,FIRM FIXED PRICE,NOT COMPETED,TX
2014,18161.7,0.0,0.0,61.0,1.0,1,USACE,236220.0,Y1AZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,NM
2015,4159316.1,-0.9689314308186386,442.0,380.0,1.0,3,USACE,236220.0,Z1JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2015,3485667.0,-0.9938158177473637,624.0,277.0,1.0,8,USACE,236220.0,Y1JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2015,32968419.0,-0.9998002630942053,745.0,497.0,9.0,10,USACE,236220.0,Y1BZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,TX
2015,6726687.68,-0.9489833367735604,1687.0,338.0,1.0,7,USACE,236220.0,Z1FC,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2015,75493905.0,-1.0015571058352326,324.0,762.0,7.0,13,USACE,236220.0,Y1FC,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,TX
2015,2814000.0,0.0,0.0,366.0,5.0,1,USACE,237990.0,Y1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,TX
2015,10894550.0,-1.0223240060397172,281.0,132.0,4.0,13,USACE,237990.0,Z1KB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,TX
2015,11492530.0,-0.982962846301032,119.0,139.0,2.0,8,USACE,237990.0,Z1KB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,TX
2015,2967500.0,-1.0550912384161752,28.0,185.0,4.0,5,USACE,237990.0,Z2QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,TX
2015,64415.2,0.0,0.0,69.0,1.0,1,USACE,236220.0,Z1AZ,FIRM FIXED PRICE,NOT COMPETED UNDER SAP,HI
2015,255454.61,-0.8309680142393985,55.0,198.0,1.0,5,USACE,332312.0,Z2KA,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,TX
2015,6956000.0,-1.0330021851638873,62.0,204.0,4.0,3,USACE,237990.0,Z2QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,TX
2015,6227786.0,-1.1038710225431638,82.0,210.0,4.0,4,USACE,237990.0,Z1KZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,TX
2015,2655000.0,-1.0,135.0,169.0,2.0,4,USACE,237990.0,Z2KF,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,TX
2015,4148160.0,-0.9216520095656869,-2.0,271.0,1.0,10,USACE,237990.0,Y1KZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,TX
2015,1939240.0,0.0,0.0,220.0,1.0,1,USACE,236220.0,Y1JZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,NM
