fiscal_year,base_value,cost_growth_ratio,schedule_slip_days,planned_duration_days,number_of_offers,n_transactions,military_branch,naics_code,psc_code,contract_type,extent_competed,place_state
2011,199946.27,-1.0,1308.0,358.0,3.0,12,NAVFAC,236220.0,Z299,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,166513.71,-0.578487741339737,1600.0,358.0,3.0,5,NAVFAC,236220.0,Z299,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,171080.11,-1.0,2198.0,358.0,3.0,11,NAVFAC,236220.0,Z299,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,129114.38,-0.7944105064052509,1634.0,358.0,3.0,6,NAVFAC,236220.0,Z299,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,194258.0,-0.9735556836784072,1636.0,357.0,3.0,10,NAVFAC,236220.0,Z299,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2010,34119.5,-0.5337200134820265,2124.0,157.0,5.0,6,NAVFAC,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,68869.45,-4.747428939827456,1915.0,151.0,3.0,9,NAVFAC,236220.0,Z162,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,116461.58,0.3419596402521758,1930.0,138.0,3.0,5,NAVFAC,236220.0,Z162,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,35964.0,-1.0,1965.0,90.0,1.0,33,NAVFAC,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2012,118065.87,-0.8360343255845233,1749.0,124.0,3.0,5,NAVFAC,236220.0,Z2PZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2010,93752.07,-0.6071049951217077,2326.0,210.0,5.0,9,NAVFAC,236220.0,Z163,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,103987.52,-1.0,1106.0,187.0,3.0,9,NAVFAC,236220.0,Z299,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2010,9366.05,-1.0,1578.0,75.0,5.0,6,NAVFAC,236220.0,Z119,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2010,10515.38,-1.0,1530.0,120.0,5.0,6,NAVFAC,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2010,15128.38,-1.0,1949.0,74.0,5.0,6,NAVFAC,236220.0,Z243,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2010,23144.73,-1.0,1563.0,165.0,5.0,6,NAVFAC,236220.0,Z154,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2010,74856.46,-1.0,1701.0,180.0,5.0,5,NAVFAC,236220.0,Z164,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2010,37147.19,-1.0,1709.0,120.0,5.0,10,NAVFAC,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2010,73722.83,0.5545336498883723,1874.0,150.0,5.0,2,NAVFAC,236220.0,Z125,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2010,5395.01,-1.0,1856.0,75.0,5.0,5,NAVFAC,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,101845.11,0.38446656889074,1738.0,121.0,5.0,6,NAVFAC,236220.0,Z222,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2012,7844.08,100.532466522524,1493.0,69.0,3.0,3,NAVFAC,236220.0,Z1BG,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,52986.02,-1.0,1797.0,201.0,5.0,5,NAVFAC,236220.0,Z162,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,134692.61,-3.1695983172350735,1650.0,176.0,5.0,5,NAVFAC,236220.0,Z154,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,66997.68,-0.820889320346615,1924.0,180.0,5.0,7,NAVFAC,236220.0,Z154,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,48497.37,-1.0,1988.0,136.0,5.0,6,NAVFAC,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,137344.84,-1.0,1868.0,158.0,5.0,7,NAVFAC,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,34383.39,-1.0,1797.0,158.0,5.0,5,NAVFAC,236220.0,Z119,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,98143.51,-1.0,1719.0,217.0,5.0,6,NAVFAC,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,17288.74,-1.0,1975.0,4.0,5.0,6,NAVFAC,236220.0,Z124,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,36240.29,-0.8672607200439069,1680.0,150.0,5.0,5,NAVFAC,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2012,134229.58,-1.0,1217.0,58.0,3.0,6,NAVFAC,236220.0,Z1PZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,80359.96,-1.0256634025203597,1666.0,180.0,5.0,5,NAVFAC,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,22265.06,-1.0,1722.0,167.0,5.0,4,NAVFAC,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2012,307046.18,-1.0,961.0,180.0,3.0,4,NAVFAC,236220.0,Z2PZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2015,23539.08,-1.0,84.0,61.0,9.0,2,NAVFAC,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,12196.63,-1.0,1847.0,87.0,5.0,6,NAVFAC,236220.0,Z163,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,8122.14,9.726377531044774,1805.0,120.0,5.0,3,NAVFAC,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,201145.56,-1.0,2048.0,130.0,5.0,7,NAVFAC,236220.0,Z162,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,225583.89,1.0906294328021384,1798.0,190.0,5.0,2,NAVFAC,236220.0,Z122,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,33924.32,-0.4987725619850302,2045.0,129.0,5.0,2,NAVFAC,236220.0,Z162,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,42876.14,0.202294329666803,2154.0,150.0,5.0,4,NAVFAC,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,21129.27,-1.0,2110.0,119.0,5.0,4,NAVFAC,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,86642.76,-0.6562499855729435,2030.0,89.0,5.0,5,NAVFAC,236220.0,Z163,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,33142.78,-1.0,1747.0,210.0,5.0,3,NAVFAC,236220.0,Z163,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2016,17855.28,0.0,0.0,79.0,9.0,1,NAVFAC,236220.0,Z1BG,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,82363.71,2.4245901502008587,2047.0,89.0,5.0,5,NAVFAC,236220.0,Z163,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,15277.41,-0.4691181293164221,1793.0,127.0,5.0,4,NAVFAC,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,15168.62,0.0,0.0,105.0,5.0,1,NAVFAC,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2012,80906.21,11.15723811559088,2679.0,150.0,12.0,16,NAVFAC,238990.0,Z1LB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2016,245592.9,-0.8544083318369545,-133.0,346.0,7.0,3,NAVFAC,236220.0,Z2FB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2016,149217.61,-1.0,446.0,80.0,7.0,4,NAVFAC,236220.0,Z1BD,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,66415.03,-0.7442328942710709,1826.0,160.0,5.0,2,NAVFAC,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2016,4859.94,2.086457857504414,-171.0,225.0,7.0,3,NAVFAC,236220.0,Z1CZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2016,45697.39,-1.0,49.0,190.0,7.0,2,NAVFAC,236220.0,Z2AZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,53494.8,-0.4154973941392435,1845.0,115.0,5.0,2,NAVFAC,236220.0,Z169,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,94253.02,-1.0,1963.0,116.0,5.0,3,NAVFAC,236220.0,Z163,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,20752.79,-1.0,2071.0,93.0,5.0,3,NAVFAC,236220.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,175277.26,0.0,0.0,120.0,5.0,1,NAVFAC,236220.0,Z163,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2016,229713.93,-1.0,17.0,285.0,7.0,2,NAVFAC,236220.0,Z2AA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,864853.19,-0.9782980507940313,2093.0,225.0,6.0,20,NAVFAC,236210.0,Z222,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,35506.68,0.0,0.0,93.0,5.0,1,NAVFAC,236220.0,Z173,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,31883.62,-0.44819816570389437,1893.0,111.0,5.0,2,NAVFAC,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,290741.11,-1.0,1781.0,304.0,5.0,3,NAVFAC,236220.0,Z179,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,95312.7,0.0,0.0,132.0,5.0,1,NAVFAC,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,94688.41,-0.8209891791402981,1832.0,178.0,5.0,2,NAVFAC,236220.0,Z173,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,1596445.8,-1.0,1767.0,410.0,6.0,20,NAVFAC,236210.0,Z119,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,23575.22,-0.6732357110559307,346.0,99.0,5.0,2,NAVFAC,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,287694.98,0.0,0.0,89.0,5.0,1,NAVFAC,236220.0,Z124,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,37215.71,0.0,0.0,98.0,5.0,1,NAVFAC,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,65614.36,-1.0,2014.0,92.0,5.0,3,NAVFAC,236220.0,Z131,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,170088.74,-0.9267390069442575,1667.0,192.0,5.0,3,NAVFAC,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,63501.1,0.0,0.0,120.0,5.0,1,NAVFAC,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,22922.03,-1.0,1919.0,134.0,5.0,3,NAVFAC,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2016,9066.13,-1.0,175.0,75.0,10.0,3,NAVFAC,561210.0,Z1GD,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,18821.81,0.39381175349235803,2006.0,45.0,5.0,3,NAVFAC,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,52246.0,-1.413428779236688,2092.0,136.0,6.0,21,NAVFAC,236210.0,Z299,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,3878.26,-1.0,2090.0,67.0,5.0,4,NAVFAC,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,17625.11,-3.0506833716215103,-520.0,171.0,5.0,2,NAVFAC,236220.0,Z119,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2016,3731.3,0.0,0.0,44.0,10.0,1,NAVFAC,561210.0,Z1JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2016,36752.27,0.0,0.0,72.0,10.0,1,NAVFAC,561210.0,Z1PZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2016,10785.89,0.0,0.0,43.0,10.0,1,NAVFAC,561210.0,Z1AA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,149164.7,-1.0,1762.0,200.0,5.0,5,NAVFAC,236220.0,Z119,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,51455.67,0.0,0.0,101.0,5.0,1,NAVFAC,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,36390.47,0.0,0.0,150.0,5.0,1,NAVFAC,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,31195.0,-1.4680237217502805,1919.0,61.0,1.0,22,NAVFAC,236220.0,Z111,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2016,40576.86,-1.0,191.0,126.0,10.0,3,NAVFAC,561210.0,Z1FB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2012,65402.67,0.0,0.0,76.0,5.0,1,NAVFAC,236220.0,Z2FC,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2012,20085.81,0.0,0.0,192.0,5.0,1,NAVFAC,236220.0,Z2FB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2016,6000.0,0.0,0.0,62.0,10.0,1,NAVFAC,561210.0,Z1LB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2016,11247.54,-0.4085275535806053,240.0,62.0,10.0,3,NAVFAC,561210.0,Z1LB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2012,153392.2,0.0,0.0,191.0,5.0,1,NAVFAC,236220.0,Z2FC,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2012,40691.62,-1.0,1807.0,119.0,5.0,3,NAVFAC,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2012,27733.63,0.0,0.0,99.0,5.0,1,NAVFAC,236220.0,Z2FC,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2010,318960.84,-1.0,2283.0,360.0,5.0,149,NAVFAC,236220.0,Z249,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,119950.0,-0.8914897874114214,1960.0,173.0,1.0,14,NAVFAC,236220.0,Z292,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2012,13736.58,0.0,0.0,120.0,5.0,1,NAVFAC,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2012,28254.81,0.0,0.0,135.0,5.0,1,NAVFAC,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,527460.0,-0.9928904561483335,1618.0,409.0,2.0,11,NAVFAC,236220.0,Z162,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2012,3671.07,0.0,0.0,30.0,11.0,1,NAVFAC,561210.0,Z1BG,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2012,9327.67,-1.749100257620606,0.0,117.0,11.0,3,NAVFAC,561210.0,Z2EC,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,179294.47,-0.7651324661602782,1266.0,69.0,6.0,17,NAVFAC,236210.0,Z299,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,37628.66,-0.6683195734315279,1948.0,171.0,6.0,12,NAVFAC,236210.0,Z299,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2012,60305.97,-1.063315787806746,656.0,192.0,12.0,16,NAVFAC,238990.0,Z2AZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,362510.0,-0.8235450608259083,1414.0,319.0,2.0,12,NAVFAC,236220.0,Z119,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,4243.61,0.0,0.0,47.0,5.0,1,NAVFAC,561210.0,Z241,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,79632.26,-1.0,2358.0,180.0,6.0,16,NAVFAC,236210.0,Z299,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,483750.0,-0.929922480620155,1307.0,367.0,2.0,20,NAVFAC,236220.0,Z162,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,13865.78,0.0,0.0,69.0,5.0,1,NAVFAC,561210.0,Z299,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,9567.39,0.0,0.0,56.0,5.0,1,NAVFAC,561210.0,Z299,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2012,222145.0,-1.0,219.0,221.0,2.0,8,NAVFAC,236220.0,Z2NE,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2012,97566.21,-0.8866052089140287,822.0,203.0,6.0,11,NAVFAC,236210.0,Z1BG,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,121184.22,-0.9490247987733056,152.0,102.0,5.0,3,NAVFAC,561210.0,Z111,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,382807.49,0.0,0.0,151.0,5.0,1,NAVFAC,561210.0,Z163,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2010,111843.43,-1.6750508277509015,2251.0,180.0,5.0,126,NAVFAC,236220.0,Z244,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2012,33190.76,-1.0,1482.0,150.0,12.0,12,NAVFAC,238990.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2014,19458.0,0.0,0.0,6.0,7.0,1,NAVFAC,561210.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,220996.95,-0.8750367369323423,1676.0,93.0,6.0,15,NAVFAC,561210.0,Z299,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,30447.86,0.0,0.0,44.0,5.0,1,NAVFAC,561210.0,Z299,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2012,332104.55,-1.0,1521.0,223.0,6.0,15,NAVFAC,236210.0,Z2PA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,10815.31,0.0,0.0,41.0,5.0,1,NAVFAC,561210.0,Z299,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2012,78921.15,-0.029023652088191663,1094.0,33.0,1.0,14,NAVFAC,561210.0,Z2JZ,FIRM FIXED PRICE,NOT COMPETED,
2012,92130.14,-0.9063847075452182,1821.0,122.0,1.0,11,NAVFAC,561210.0,Z1JZ,FIRM FIXED PRICE,NOT COMPETED,
2012,917.77,0.0,0.0,28.0,5.0,1,NAVFAC,561210.0,Z2AA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2012,122997.21,1.2689782963369654,1507.0,135.0,12.0,7,NAVFAC,238990.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2012,1335.6,0.0,0.0,3.0,5.0,1,NAVFAC,561210.0,Z1BE,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2012,52786.41,1.0758805154584294,1669.0,150.0,12.0,12,NAVFAC,238990.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,50523.0,0.0,0.0,45.0,3.0,1,NAVFAC,238990.0,Z299,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2010,34964.72,7.642072351787746,2541.0,20.0,3.0,14,NAVFAC,561720.0,Z119,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,11093.0,0.0,0.0,409.0,3.0,1,NAVFAC,238990.0,Z299,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,35583.0,0.0,0.0,59.0,3.0,1,NAVFAC,238990.0,Z119,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,7033.0,0.0,0.0,8.0,3.0,1,NAVFAC,238990.0,Z245,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,89343.0,-1.0,285.0,90.0,3.0,2,NAVFAC,238990.0,Z119,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,90672.0,0.0,0.0,195.0,3.0,1,NAVFAC,238990.0,Z163,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,3016.13,0.0,0.0,41.0,3.0,1,NAVFAC,238990.0,Z119,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,4503.0,0.0,0.0,24.0,3.0,1,NAVFAC,238990.0,Z119,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,86068.92,-1.0,1552.0,21.0,6.0,10,NAVFAC,561210.0,Z299,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,59503.0,0.0,0.0,119.0,3.0,1,NAVFAC,238990.0,Z111,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,5845.0,0.0,0.0,91.0,3.0,1,NAVFAC,238990.0,Z142,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,79797.0,0.0,0.0,160.0,3.0,1,NAVFAC,238990.0,Z119,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,42168.0,0.0,0.0,15.0,3.0,1,NAVFAC,238990.0,Z293,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,163607.0,0.0,0.0,148.0,3.0,1,NAVFAC,238990.0,Z159,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,35000.0,0.0,0.0,204.0,3.0,1,NAVFAC,238990.0,Z111,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,218082.0,-0.9800487889876285,178.0,140.0,3.0,2,NAVFAC,238990.0,Z119,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,78727.07,-0.22517121493280526,2040.0,61.0,6.0,7,NAVFAC,561210.0,Z299,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,4218.0,0.0,0.0,45.0,3.0,1,NAVFAC,238990.0,Z119,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,99181.12,-0.9463787059472609,357.0,105.0,3.0,2,NAVFAC,238990.0,Z111,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,41908.0,-0.6733058127326526,344.0,125.0,3.0,2,NAVFAC,238990.0,Z119,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,36446.0,0.0,0.0,90.0,3.0,1,NAVFAC,238990.0,Z119,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,12498.0,0.0,0.0,81.0,3.0,1,NAVFAC,238990.0,Z111,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,8840.0,-0.7669683257918553,21.0,39.0,3.0,2,NAVFAC,238990.0,Z241,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,42521.0,0.0,0.0,38.0,3.0,1,NAVFAC,238990.0,Z299,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,39977.0,-0.9268564424544113,220.0,75.0,3.0,2,NAVFAC,238990.0,Z299,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,19798.0,0.0,0.0,130.0,3.0,1,NAVFAC,238990.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,6293.0,0.38096774193548394,394.0,40.0,3.0,2,NAVFAC,238990.0,Z111,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,61605.11,0.3411415059562429,2101.0,75.0,6.0,6,NAVFAC,561210.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,16980.0,0.0,0.0,60.0,3.0,1,NAVFAC,238990.0,Z111,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2012,2015.49,0.0,0.0,40.0,5.0,1,NAVFAC,561210.0,Z1AZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,13271.0,1.2594898651194333,400.0,30.0,3.0,2,NAVFAC,238990.0,Z245,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,574070.0,0.0,0.0,296.0,3.0,1,NAVFAC,238990.0,Z111,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,4691.98,0.0,0.0,60.0,3.0,1,NAVFAC,238990.0,Z163,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,9975.0,0.0,0.0,60.0,3.0,1,NAVFAC,238990.0,Z112,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,14907.0,0.0,0.0,60.0,3.0,1,NAVFAC,238990.0,Z111,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,59733.0,-0.9928597257797197,248.0,150.0,3.0,2,NAVFAC,238990.0,Z111,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,130967.0,-0.8296650301220919,208.0,209.0,3.0,2,NAVFAC,238990.0,Z111,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2012,1348.51,0.0,0.0,40.0,5.0,1,NAVFAC,561210.0,Z1AA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,47977.62,-1.0,1282.0,76.0,6.0,9,NAVFAC,561210.0,Z173,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,17229.0,-2.0,43.0,75.0,3.0,2,NAVFAC,238990.0,Z111,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,98070.0,-0.7834586519832774,359.0,100.0,3.0,2,NAVFAC,238990.0,Z124,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,17607.0,-1.5510995626739366,90.0,60.0,3.0,2,NAVFAC,238990.0,Z111,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2012,38949.0,0.0,0.0,45.0,3.0,1,NAVFAC,238990.0,Z2NE,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,126674.47,-0.9772356655607085,1346.0,30.0,6.0,5,NAVFAC,561210.0,Z299,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2012,175733.55,-1.1731176545400694,159.0,300.0,5.0,2,NAVFAC,561210.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,139276.53,-1.002939404076193,1190.0,76.0,6.0,8,NAVFAC,561210.0,Z299,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,124458.62,-1.0,1281.0,151.0,6.0,10,NAVFAC,561210.0,Z299,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,17339.57,-1.0,1560.0,35.0,3.0,13,NAVFAC,561720.0,Y199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,29943.43,-2.1688707673102248,1375.0,69.0,3.0,16,NAVFAC,561720.0,Z299,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,21362.58,-1.136233544824642,1238.0,76.0,3.0,10,NAVFAC,236220.0,Z111,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2013,38063.6,0.0,0.0,90.0,5.0,1,NAVFAC,561210.0,Z2AZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2013,37473.73,0.0,0.0,60.0,5.0,1,NAVFAC,561210.0,Z2LB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2012,42901.85,-0.7653732880982989,978.0,12.0,6.0,6,NAVFAC,561210.0,Z1LB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2013,44552.55,0.0,0.0,180.0,5.0,1,NAVFAC,561210.0,Z1AZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2013,90024.17,0.0,0.0,122.0,5.0,1,NAVFAC,561210.0,Z2BD,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2012,53276.45,-0.8403895154425642,1513.0,130.0,6.0,12,NAVFAC,561210.0,Z2NZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
